0: obj_backgrounder_parent
1186: obj_mettsugar
1187: obj_metteggs
1188: obj_bouncelight
1189: obj_flylight_a
1190: obj_flymett
1191: obj_mettmilk
1192: obj_mettcounter
1193: obj_countermiddle
1194: obj_chefhat
1195: obj_cookshowevent
1196: obj_counterscroller
1197: obj_chimesparkle
1198: obj_killervisage
1199: obj_phonetojetpack
1200: obj_flamedrawer
1201: obj_cherrygen
1202: obj_cherrypetal
1203: obj_playmovement
1204: obj_textdrawtest
1205: obj_songwriter
1206: obj_mettaton_flightdress
1207: obj_mettaton_dress1
1208: obj_mettaton_dress2
1209: obj_tilehud
1210: obj_multitileevent
1211: obj_insidiousconveyor
1212: obj_tileguy
1213: obj_tileguytileparent
1214: obj_tilered
1215: obj_tilepurple
1216: obj_tilepink
1217: obj_tileyellow
1218: obj_tileorange
1219: obj_tileblue
1220: obj_tileblueactsyellow
1221: obj_tilegreen
1222: obj_mettnews_artifact
1223: obj_mettanchor
1224: obj_mettnewsevent
1225: obj_mettnews_battleobj
1226: obj_doomtimer
1227: obj_mettnews_part
1228: obj_wordburst
1229: obj_wordfall_word
1230: obj_wordfall
1231: obj_mettnews_ticker
1232: obj_spidertable
1233: obj_spidertalkevent
1234: obj_highspider
1235: obj_slowdownwalk
1236: obj_slowdownwalk_x
1237: obj_spiderstrand
1238: obj_spidergirl_shop
1239: obj_targetguy
1240: obj_whitebox_o
1241: obj_blackbox_o_shatter
1242: obj_blackbox_o
1243: obj_shotguy
1244: obj_shootguy
1245: obj_killerboysnightout_event
1246: obj_killerlab_event
1247: obj_alphysfollow_event
1248: obj_mettdestroyed_event
1249: obj_mettboss_event
1250: obj_speedline
1251: obj_scrollaway_event
1252: obj_warrior_event
1253: obj_theend_forcefield
1254: obj_powerlaser_event
1255: obj_core_laserswitch
1256: obj_core_enemyevent
1257: obj_core_enemyevent2
1258: obj_precore_event
1259: obj_undyne_lettercall
1260: obj_darkman_actor
1261: obj_sans_prefinaldate
1262: obj_sansdate3
1263: obj_bottomglower
1264: obj_restaurant_darker
1265: obj_triswitchevent
1266: obj_triswitch
1267: obj_boysnightout
1268: obj_waveguy
1269: obj_elevatorpanel
1270: obj_finalelevatorpanel
1271: obj_elevatordoor
1272: obj_failuredog
1273: obj_hotdog
1274: obj_hotdoggen
1275: obj_conveyorsnapper
1276: obj_conveyorpuzzle1
1277: obj_chipdoor_trigger
1278: obj_chipdoor_l
1279: obj_chipdoor_r
1280: obj_orangelaser_o
1281: obj_bluelaser_o
1282: obj_sideconveyorl
1283: obj_alphysconveyor
1284: obj_discoball
1285: obj_mettwallhole
1286: obj_dogfoodbag
1287: obj_switch_room
1288: obj_laserswitch1
1289: obj_alphystrigger1
1290: obj_alphystrigger2
1291: obj_slidingdoor
1292: obj_sans_sleep
1293: obj_zzz
1294: obj_snoozer
1295: obj_undynefall
1296: obj_undynetrigger_dry
1297: obj_autowater
1298: obj_watercooler
1299: obj_watercooler_old
1300: obj_true_antiwaver
1301: obj_true_lavawaver
1302: obj_hotlandsign
1303: obj_labcamera
1304: obj_labdarkness
1305: obj_disembodiedfoxhead
1306: obj_royal_rabbitbounce
1307: obj_alabdoor_l
1308: obj_outsideworld_event
1309: obj_underground_exit
1310: obj_friendc_event
1311: obj_toriel_friendc
1312: obj_sans_friendc
1313: obj_undyne_friendc
1314: obj_papyrus_friendc
1315: obj_alphys_friendc
1316: obj_asgore_friendc
1317: obj_barrierevent
1318: obj_earlystorybattle
1319: obj_lock_and_key
1320: obj_latchkey
1321: obj_asgore_prebarrier_event
1322: obj_asgore_actor
1323: obj_asgoremeet_event
1324: obj_coffin
1325: obj_lastsans_trigger
1326: obj_sans_shift_tester
1327: obj_story_engager
1328: obj_lastruins_bg
1329: obj_asgore_otest
1330: obj_lchair_grey
1331: obj_asgorethrone
1332: obj_torielthrone
1333: obj_rchair_grey
1334: obj_uchair_grey
1335: obj_diningtable_grey
1336: obj_heartcontainer
1337: obj_cosmeticblcon
1338: obj_musblcon
1339: obj_stalkerflowey
1340: obj_trigger_room
1341: obj_phonecall_room
1342: obj_notify_room
1343: obj_knock_room
1344: obj_readable_room1
1345: obj_readable_room2
1346: obj_readable_room3
1347: obj_readable_room4
1348: obj_readable_room5
1349: obj_readable_room_editor
1350: obj_spikes_room
1351: obj_savepoint
1352: obj_sign_room
1353: obj_sansbox
1354: obj_plotwall_room
1355: obj_mainchara_actor
1356: obj_lazyencounterer
1357: obj_lazyencounterer_core
1358: obj_npc_room
1359: obj_mysterydoor
1360: obj_iceroom_dog
1361: obj_iceroom_fakedog
1362: obj_switchbasic
1363: obj_npc_marker
1364: obj_wanderparent
1365: obj_solidnpcparent
1366: obj_npctest
1367: obj_readable
1368: obj_interactable
1369: obj_readablesolid
1370: obj_iceevent
1371: obj_iceeventx4
1372: obj_iceeventup
1373: obj_iceeventright
1374: obj_fakefalls
1375: obj_fakefalls_bg
1376: obj_fakebridge
1377: obj_fakewaterl
1378: obj_fakewaterm
1379: obj_fakewaterr
1380: obj_fakewatershadowl
1381: obj_fakewatershadowm
1382: obj_fakewatershadowr
1383: obj_fakewateropenl
1384: obj_fakewateropenm
1385: obj_fakewateropenr
1386: obj_fakewater
1387: obj_encountererparent
1388: obj_encount_fire1
1389: obj_encount_core1
1390: obj_encounterer_water1
1391: obj_encounterer_water2
1392: obj_encounter_ruins2
1393: obj_encounterer_ruins3
1394: obj_encounterer_ruins4
1395: obj_encounterer_ruins6
1396: obj_encounterer_ruins5
1397: obj_encounter_ruins1
1398: obj_encounterer_tundra1
1399: obj_encounterer_jerry
1400: obj_encoutnerer_gyftrot
1401: obj_encounterer_glyde
1402: obj_burgerpants_body
1403: obj_shop5_body
1404: obj_shopmouth1
1405: obj_shopkeeper2
1406: obj_shopeyes1
1407: obj_shopkeeper_catty
1408: obj_shopkeeper_bratty
1409: obj_shop1
1410: obj_shop2
1411: obj_shop3
1412: obj_shop4
1413: obj_shop5
1414: obj_kitchenchecker
1415: obj_darkroom_event
1416: obj_treadmill_event
1417: obj_trashnado
1418: obj_paptrash
1419: obj_papstove
1420: obj_papfridge
1421: obj_sansdoor
1422: obj_papcouch
1423: obj_carbed
1424: obj_papbookshelf
1425: obj_papcomputer
1426: obj_actiontable
1427: obj_bonebox
1428: obj_papdoor
1429: obj_paphouse_entrance
1430: obj_booktable
1431: obj_papsink
1432: obj_paptable
1433: obj_paptv
1434: obj_iceconveyorbelt
1435: obj_throwwolf
1436: obj_silo1
1437: obj_flyingiceblock
1438: obj_paphouse
1439: obj_libcounter
1440: obj_cutetable
1441: obj_papshed
1442: obj_papmailbox
1443: obj_sansmailbox
1444: obj_xmastree
1445: obj_booth
1446: obj_bottomtable
1447: obj_pokertable
1448: obj_lessdogtable
1449: obj_innevent1
1450: obj_townnpc_bunlady
1451: obj_townnpc_innlady
1452: obj_townnpc_bunboy
1453: obj_townnpc_bear1
1454: obj_townnpc_beartree
1455: obj_townnpc_reddemon
1456: obj_townnpc_unfunny
1457: obj_townnpc_hatescity
1458: obj_townnpc_slimedad
1459: obj_townnpc_icewolf
1460: obj_townnpc_slimeson
1461: obj_townnpc_slimedaughter
1462: obj_grillbynpc_hotandbothered
1463: obj_grillbynpc_hot2
1464: obj_grillbynpc_grillby
1465: obj_townnpc_weirdfish
1466: obj_grillbynpc_sansdate
1467: obj_grillbynpc_snowman1
1468: obj_grillbynpc_snowman2
1469: obj_grillbynpc_foodmonster
1470: obj_grillbynpc_womandog
1471: obj_grillbynpc_mandog
1472: obj_grillbynpc_doggo
1473: obj_grillbynpc_lesserdog
1474: obj_townnpc_fightingbear
1475: obj_librarynpc_lizard1
1476: obj_librarynpc_wordsearch
1477: obj_librarynpc_jumbler
1478: obj_librarynpc_lizard2
1479: obj_readable_modernbook
1480: obj_bigdog
1481: obj_townnpc_monsterkid1
1482: obj_muffetnpc2
1483: obj_heatsflamesman
1484: obj_saddragon
1485: obj_artclass_sign
1486: obj_diamondkid
1487: obj_ficus
1488: obj_slimejanitor
1489: obj_hotelreceptionist
1490: obj_shamblingmass
1491: obj_clamguy
1492: obj_clamgirl
1493: obj_businessmanticore
1494: obj_snowdrakedad
1495: obj_vulkinnpc
1496: obj_darksausagenpc
1497: obj_pyropenpc
1498: obj_tsunderplanenpc
1499: obj_bedlump
1500: obj_mttfountain
1501: obj_iceflower
1502: obj_snowdinlogo
1503: obj_snowhat
1504: obj_snowhatparticle
1505: obj_chilldrakenpc
1506: obj_gyftrotnpc
1507: obj_snowdrakenpc
1508: obj_icecap_npcb
1509: obj_icecap_npcr
1510: obj_icecap_npcg
1511: obj_puzzlehater
1512: obj_puzzlehaterbox
1513: obj_icegen_undynef2
1514: obj_shyrensisternpc
1515: obj_sistertext
1516: obj_shyrenmovenpc
1517: obj_temnpc
1518: obj_longsnail
1519: obj_hivestem
1520: obj_judgeshroom
1521: obj_aaronnpc
1522: obj_woshuanpc
1523: obj_nothingness_event
1524: obj_golddisplay
1525: obj_itemswapper
1526: obj_overworldcontroller
1527: object59
1528: obj_bouncersteam
1529: obj_bouncetilecontoller
1530: obj_bouncetileparent
1531: obj_bounceleft
1532: obj_bounceup
1533: obj_bouncedown
1534: obj_bounceright
1535: obj_conveyor_parent
1536: obj_conveyorr
1537: obj_conveyorl
1538: obj_conveyoru
1539: obj_conveyord
1540: obj_rblock
1541: obj_rtile
1542: obj_lab_powerswitch
1543: obj_bed_key
1544: obj_bed_watcher
1545: obj_labfan
1546: obj_labtv_event
1547: obj_mirror_overlay
1548: obj_darkplant
1549: obj_operatingtable
1550: obj_torn_note
1551: obj_darkfridge
1552: obj_bed_dark
1553: obj_wallmonitor
1554: obj_labfog
1555: obj_amalgam_dogpiece
1556: obj_amalgam_dogevent
1557: obj_amalgam_save
1558: obj_amalgam_fridge
1559: obj_amalgam_exc
1560: obj_darksink
1561: obj_showercurtain
1562: obj_colorlever
1563: obj_labdoor
1564: obj_labelevator_a
1565: obj_labelevator_b
1566: obj_labelevator_open
1567: obj_spritecheck
1568: obj_time
1569: obj_mainchara
1570: obj_f_frasier
1571: obj_f_gamestart
1572: obj_transheart_fake
1573: obj_floweybattler2
1574: obj_floweyfacer
1575: obj_fileerased_part
1576: obj_mainchara_fake
1577: obj_savepoint_fake
1578: obj_gamemenu_fake
1579: obj_gameintro_fake
1580: obj_vsflowey_heart
1581: obj_vsflowey_shaker
1582: obj_fx_bgen
1583: obj_flowey_bulletmaster
1584: obj_flowey_master
1585: obj_floweybodyparent
1586: obj_floweyx_tv
1587: obj_fleshface
1588: obj_floweyx_flipeye
1589: obj_floweyx_mouth
1590: obj_floweyx_lefteye
1591: obj_floweyx_behind
1592: obj_floweypipetest
1593: obj_floweypipetest_2
1594: obj_floweypipetest_3
1595: obj_flowey_fightbt
1596: obj_floweyslice
1597: obj_flowey_writer
1598: obj_floweydmgwriter
1599: obj_vsflowey_heartdefeated
1600: obj_6parent
1601: obj_6flasher
1602: obj_6soul_helpcutscene
1603: obj_6soul_lastcutscene
1604: obj_6bparent
1605: obj_6heal
1606: obj_6gun_bullet
1607: obj_6gun_crosshair
1608: obj_6gun
1609: obj_6gun_act
1610: obj_6shoe_musicnote
1611: obj_6shoe_part
1612: obj_6shoe_act
1613: obj_6shoe_master
1614: obj_6glove_part
1615: obj_6glove_act
1616: obj_6glove_boss
1617: obj_6pan_fire
1618: obj_6pan
1619: obj_6pan_act
1620: obj_centeract_parent
1621: obj_6book_wordbullet
1622: obj_6book_act
1623: obj_6book_master
1624: obj_6knife
1625: obj_6knife_act
1626: obj_floweybullet_parent
1627: obj_f_handfork
1628: obj_f_handgun
1629: obj_f_shotflame
1630: obj_mouthball
1631: obj_mouthball_s
1632: obj_eyewarning
1633: obj_floweynukesplosion
1634: obj_floweynuke
1635: obj_eyeshot_a
1636: obj_gigavine
1637: obj_gigavine_preview
1638: obj_mouthbeam
1639: obj_floweyx_flamethrower
1640: obj_floweyx_oldflamethrower
1641: obj_floweyx_flame_old
1642: obj_floweyx_flame
1643: obj_chaosbomb
1644: obj_spinbullet_huge_gen_preview
1645: obj_spinbullet_huge_gen
1646: obj_spinbullet_final_gen
1647: obj_spinbullet_huge
1648: obj_floweyfly_burst
1649: obj_floweyfly
1650: obj_venus_pl_bg
1651: obj_venus_pl
1652: obj_flowey_bgdraw
1653: obj_bgpipe
1654: obj_sidestalk
1655: obj_floweyarm
1656: obj_vines_flowey
1657: obj_dentata_full
1658: obj_randomfacer
1659: obj_tv_inside
1660: obj_bringitinguys
1661: obj_strangetangle
1662: obj_asrielappear
1663: obj_friendprotector
1664: obj_spinbullet_friendscene
1665: obj_spinbulletgen_friendscene
1666: obj_flowey_friendscene
1667: obj_friendscene_gigavine
1668: obj_objshake
1669: obj_friendparent
1670: obj_papyrus_friendscene
1671: obj_alphys_friendscene
1672: obj_sans_friendscene
1673: obj_sadgore
1674: obj_friendscene
1675: obj_undyne_endingbody
1676: obj_asgore_firehit
1677: obj_tblcon
1678: obj_torielbody
1679: obj_wrapshock
1680: obj_FinalWriter
1681: obj_barriercut
1682: obj_mhd
1683: obj_asriel_overworldanim
1684: obj_timersplits
1685: obj_monster_pl
1686: obj_castroll
1687: obj_the_end_really
1688: obj_creditsword
1689: obj_ebottfadein
1690: obj_endmyroom
1691: obj_endmettevent
1692: obj_endschoolanim
1693: obj_tinyleaf
1694: obj_tinymusicnote
1695: obj_endcaranim
1696: obj_beachdebris
1697: obj_endbeachanim
1698: obj_creditsheart
1699: obj_creditboss
1700: obj_creditbullet
1701: obj_creditsloader
